Uso_solo_1,Uso_solo_2,Municipio_1,Municipio_2,Area_m2_1,Area_m2_2,Fid_1,Last_last,Cn_mancha_1,Cn_mancha_2,Altitude_mancha_1,Altitude_mancha_2,Dif_altitude,Comprimento,Dif_cn,Valoracao
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"54384,26","2293346,89",363829,363268,79,82,"383,7213115","406,1380671","22,41675559","255,2195136",3,"17163,58037"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"260405,14","2293346,89",363946,363268,73,82,"382,82","406,1380671","23,31806706","90,29424789",9,"18949,38595"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"177847,7","2293346,89",363651,363268,70,82,"381,9963768","406,1380671","24,14169025","646,0429419",12,"187158,8231"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"634876,34","2293346,89",363998,363268,70,82,"378,7337748","406,1380671","27,40429223","1724,914118",12,"567240,6068"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"1394505,04","2293346,89",363653,363268,70,82,"375,662636","406,1380671","30,47543103","3054,044743",12,"1116879,959"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"107839,32","2293346,89",363824,363268,79,82,"374,4666667","406,1380671","31,67140039","116,3220159",3,"11052,24343"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"35825,75","2293346,89",363802,363268,79,82,"372,25","406,1380671","33,88806706","182,5676021",3,"18560,58943"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"166761,17","2293346,89",363832,363268,79,82,"369,921875","406,1380671","36,21619206","1088,987168",3,"118316,9052"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"138125,69","231703,09",363652,363269,70,82,"360,7464115","357,173913","3,57249844","131,5392263",-12,"-5639,084168"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"27386,61","231703,09",363640,363269,70,82,"347,3333333","357,173913","9,84057971","328,5857792",12,"38801,69462"
Várzea,Agricultura Anual,Mariluz,Mariluz,"195433,56","231703,09",364044,363269,20,82,"341,2252964","357,173913","15,9486166","246,882205",62,"244120,6373"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"1073576,68","231703,09",363828,363269,79,82,"376,2095416","357,173913","19,03562859","1008,129258",-3,"-57571,12237"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"10660,5","231703,09",363807,363269,79,82,"337,7333333","357,173913","19,44057971","520,0100165",3,"30327,88853"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"59092,81","768627,28",364046,363270,55,82,"332,3939394","330,9682997","1,425639682","692,3683043",-27,"-26650,82869"
Várzea,Agricultura Anual,Mariluz,Mariluz,"645358,17","768627,28",364045,363270,20,82,"333,2","330,9682997","2,231700288","2002,838992",-62,"-277123,654"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"122572,12","768627,28",363812,363270,79,82,"334,1333333","330,9682997","3,165033621","1496,760537",-3,"-14211,89226"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"10746,13","768627,28",363636,363270,55,82,"327,3636364","330,9682997","3,604663348","449,2800206",27,"43726,58702"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"3810754,6","768627,28",363569,363270,70,82,"334,7399713","330,9682997","3,771671635","642,2448113",-12,"-29068,03845"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"45853,13","768627,28",363787,363270,79,82,"326,8235294","330,9682997","4,1447703","875,2118638",3,"10882,65642"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"59115,44","768627,28",363393,363270,70,82,"336,4090909","330,9682997","5,440791197","47,86182714",-12,"-3124,874493"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"1455123,58","768627,28",363797,363270,79,82,"337,9223744","330,9682997","6,954074717","1951,617322",-3,"-40715,07803"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"27028,98","768627,28",363786,363270,69,82,"321,8","330,9682997","9,168299712","59,19594503",13,"7055,440155"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"11971,16","39995,81",363647,363271,70,82,"390,8","393,0833333","2,283333333","151,7319191",12,"4157,454582"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"3153920,08","39995,81",363826,363271,79,82,"382,2908181","393,0833333","10,79251518","510,3958233",3,"16525,36402"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"269976,5","766569,98",363931,363272,73,82,"368,0655738","363,1974432","4,868130588","1107,874773",-9,"-48539,51162"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"251510,19","766569,98",363831,363272,79,82,"385,5121951","363,1974432","22,31475194","434,8733679",-3,"-29112,27399"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"3810754,6","766569,98",363569,363272,70,82,"334,7399713","363,1974432","28,45747184","4292,625868",12,"1465887,357"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"51229,18","34752,93",363933,363273,73,82,"413,7291667","421,6153846","7,886217948","210,4772115",9,"14938,82246"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"25784,45",116737,363934,363274,73,82,"403,7826087","415,7642276","11,98161895","87,3114965",9,"9415,197726"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"3013812,47",116737,363838,363274,79,82,"385,6380915","415,7642276","30,1261361","1382,091128",3,"124911,1963"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"111380,04","90417,91",363595,363275,70,82,"366,4487179","388,7094017","22,26068376","119,6023168",12,"31949,15221"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"35286,73","90417,91",363942,363275,73,82,"413,0322581","388,7094017","24,32285636","100,2649981",-9,"-21948,58032"
Várzea,Agricultura Anual,Mariluz,Mariluz,"135265,12","140267,95",364040,363276,20,82,"354,5","360,7317073","6,231707317","237,0089276",62,"91572,15665"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"70620,23","140267,95",363580,363276,70,82,"370,1123596","360,7317073","9,380652234","401,5070283",-12,"-45196,77363"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"3153920,08","140267,95",363826,363276,79,82,"382,2908181","360,7317073","21,55911083","528,6550467",-3,"-34191,99823"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"1033991,52","140267,95",363646,363276,70,82,"388,7943089","360,7317073","28,06260163","333,8828117",-12,"-112435,444"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"12629,6","27625,02",363935,363277,73,82,"396,9","405,5172414","8,617241379","122,1547626",9,"9473,733676"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"43179,22","71063,62",363932,363278,73,82,"413,4117647","409,9607843","3,450980392","151,3057013",-9,"-4699,377076"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"3153920,08","71063,62",363826,363278,79,82,"382,2908181","409,9607843","27,66996617","605,6345786",3,"50273,6649"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"38564,93","857810,31",363582,363279,70,82,"397,4727273","394,5455801","2,927147163","415,6121127",-12,"-14598,6938"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"79121,93","857810,31",363583,363279,70,82,"379,3673469","394,5455801","15,17823317","813,5143315",12,"148172,5225"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"54481,13","857810,31",363940,363279,73,82,"378,2816901","394,5455801","16,26388997","684,3675128",9,"100174,3013"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"51229,18","857810,31",363933,363279,73,82,"413,7291667","394,5455801","19,18358656","333,0807327",-9,"-57507,1476"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"70620,23","857810,31",363580,363279,70,82,"370,1123596","394,5455801","24,43322056","1071,724287",12,"314228,1105"
Várzea,Agricultura Anual,Mariluz,Mariluz,"383517,4","857810,31",364015,363279,20,82,"341,1778846","394,5455801","53,3676955","546,4258064",62,"1808012,135"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"3153920,08","21574,44",363826,363280,79,82,"382,2908181","393,2307692","10,93995108","668,7079607",3,"21946,89714"
Várzea,Agricultura Anual,Mariluz,Mariluz,"383517,4","27279,79",364015,363281,20,82,"341,1778846","353,4","12,22211539","387,5240296",62,"293654,5311"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"79121,93","27279,79",363583,363281,70,82,"379,3673469","353,4","25,96734694","76,2135407",-12,"-23748,76143"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"32746,56","7093234,08",363825,363282,79,82,"366,3018868","368,8030087","2,50112195","288,1101939",3,"2161,79619"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"46909,97","7093234,08",363598,363282,70,82,"364,5","368,8030087","4,303008742","1063,545084",12,"54917,32552"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"31040,89","7093234,08",363590,363282,70,82,"375,5227273","368,8030087","6,719718531","242,5555799",-12,"-19558,8627"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"11251,61","7093234,08",363600,363282,70,82,"361,5","368,8030087","7,303008742","292,3377567",12,"25619,34231"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"1073576,68","7093234,08",363828,363282,79,82,"376,2095416","368,8030087","7,406532886","652,2846148",-3,"-14493,50235"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"138125,69","7093234,08",363652,363282,70,82,"360,7464115","368,8030087","8,056597259","1027,497338",12,"99337,58684"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"193144,88","7093234,08",363623,363282,55,82,"357,8648649","368,8030087","10,93814388","1746,269392",27,"515725,538"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"177847,7","7093234,08",363651,363282,70,82,"381,9963768","368,8030087","13,19336807","8,485373348",-12,"-1343,407845"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"251510,19","7093234,08",363831,363282,79,82,"385,5121951","368,8030087","16,70918638","632,9716031",-3,"-31729,32147"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"3013812,47","7093234,08",363838,363282,79,82,"385,6380915","368,8030087","16,8350828","3127,626226",-3,"-157961,5395"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"109094,77","7093234,08",363625,363282,70,82,"350,185567","368,8030087","18,61744173","578,1325367",12,"129160,1858"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"22634,23","7093234,08",363820,363282,79,82,347,"368,8030087","21,80300874","545,4013925",3,"35674,17399"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"64634,59","7093234,08",363615,363282,55,82,"344,0545455","368,8030087","24,74846329","1105,297329",27,"738569,0798"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"102858,14","7093234,08",363597,363282,55,82,"339,2424242","368,8030087","29,5605845","1849,956753",27,"1476516,678"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"70137,51","7093234,08",363835,363282,69,82,"337,0740741","368,8030087","31,72893467","462,0530856",13,"190585,8782"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"11904,33","7093234,08",363618,363282,55,82,"335,625","368,8030087","33,17800874","31,11273764",27,"27870,9844"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"3810754,6","7093234,08",363569,363282,70,82,"334,7399713","368,8030087","34,0630374","12977,53265",12,"5304650,16"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"476409,53","7093234,08",363822,363282,69,82,"333,8812155","368,8030087","34,92179327","1548,275824",13,"702891,3874"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"584465,16","7093234,08",363839,363282,79,82,"333,1126005","368,8030087","35,69040821","3566,738297",3,"381895,0373"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"48538,51","121840,97",363584,363283,70,82,"379,373494","389,7925926","10,41909862","107,1213945",12,"13393,30048"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"1394505,04","121840,97",363653,363283,70,82,"375,662636","389,7925926","14,12995656","1306,889448",12,"221595,4936"
Várzea,Agricultura Anual,Mariluz,Mariluz,"71290,63","37136,72",363986,363284,20,82,"387,7981651","385,6785714","2,119593709","208,5528361",-62,"-27406,93133"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"864068,03","37136,72",363854,363284,79,82,"403,0137845","385,6785714","17,33521303","818,9806391",-3,"-42591,61155"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"12150,2","738377,78",363721,363285,79,82,"386,0526316","387,7440678","1,691436218","289,1901215",3,"1467,439936"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"209631,32","738377,78",363853,363285,79,82,"391,7429719","387,7440678","3,998904091","1100,971685",-3,"-13208,04052"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"118588,65","738377,78",363505,363285,70,82,"394,6241611","387,7440678","6,880093277","199,5398878",-12,"-16474,23649"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"50440,98","738377,78",363520,363285,70,82,"375,9","387,7440678","11,8440678","666,2758467",12,"94696,9956"
Várzea,Agricultura Anual,Mariluz,Mariluz,"1132871,09","738377,78",363984,363285,20,82,"366,037422","387,7440678","21,70664576","908,7469316",62,"1223002,559"
Várzea,Agricultura Anual,Mariluz,Mariluz,"431814,14","1044452,65",363985,363286,20,82,"328,9648094","334,2719141","5,307104748","1060,355127",62,"348899,7751"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"1162071,14","1044452,65",363366,363286,70,82,"326,4653349","334,2719141","7,806579232","2999,212082",12,"280963,0411"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"1302898,08","1044452,65",363851,363286,79,82,"364,2582305","334,2719141","29,98631632","1422,049554",-3,"-127926,0832"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"127051,9","1044452,65",363498,363286,70,82,"371,6161616","334,2719141","37,34424748","257,8354322",-12,"-115544,0423"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"318054,66","1624485,65",363655,363287,70,82,"398,4893617","398,8331053","0,343743633","322,7538528",12,"1331,334983"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"118588,65","1624485,65",363505,363287,70,82,"394,6241611","398,8331053","4,208944261","784,8677676",12,"39641,57623"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"209631,32","1624485,65",363853,363287,79,82,"391,7429719","398,8331053","7,090133447","2127,056556",3,"45243,3445"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"12012,84","1624485,65",363502,363287,70,82,"379,952381","398,8331053","18,88072438","327,1562299",12,"74123,35929"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"2438303,33","1624485,65",363860,363287,79,82,"420,997619","398,8331053","22,16451371","1879,035356",-3,"-124943,7147"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"17629,48","1624485,65",363495,363287,70,82,"374,7837838","398,8331053","24,04932155","483,3430846",12,"139488,8791"
Várzea,Agricultura Anual,Mariluz,Mariluz,"1132871,09","1624485,65",363984,363287,20,82,"366,037422","398,8331053","32,7956833","1981,708213",62,"4029471,446"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"1234696,79","196905,9",363856,363288,79,82,"399,5096831","403,0780488","3,568365681","1103,603361",3,"11814,18108"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"22653,16","196905,9",363503,363288,70,82,"392,1764706","403,0780488","10,90157819","34,10157521",12,"4461,131863"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"72097,02","196905,9",363855,363288,79,82,"390,3714286","403,0780488","12,70662021","1685,682086",3,"64257,96619"
Agricultura Anual,Agricultura Anual,Mariluz,Mariluz,"27140,79","196905,9",364077,363288,82,82,"417,5","403,0780488","14,42195122","340,5388274",0,0
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"23636,66","196905,9",363362,363288,70,82,"377,4666667","403,0780488","25,61138211","28,12561817",12,"8644,031449"
Várzea,Agricultura Anual,Mariluz,Mariluz,"283856,53","196905,9",364053,363288,20,82,"374,5552326","403,0780488","28,52281622","66,27726053",62,"117205,6756"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"15483,4","130676,14",363501,363289,70,82,"430,4166667","425,7586207","4,658045977","111,0380364",-12,"-6206,643345"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"16608,39","130676,14",363850,363289,79,82,"419,8571429","425,7586207","5,901477833","48,61924285",3,"860,7761519"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"32996,35","130676,14",363507,363289,70,82,"413,3414634","425,7586207","12,41715727","121,8286789",12,"18153,1904"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"864068,03","130676,14",363854,363289,79,82,"403,0137845","425,7586207","22,74483623","2388,260523",3,"162961,7834"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"1234696,79","55009,68",363856,363290,79,82,"399,5096831","406,8484848","7,338801749","1323,540566",3,"29139,60545"
Área Urbanizada,Agricultura Anual,Mariluz,Mariluz,"2593807,19",83506,364072,363291,86,82,"428,8465046","419,0117647","9,834739853","210,0736014",4,"8264,076877"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"1234696,79",83506,363856,363291,79,82,"399,5096831","419,0117647","19,50208161","1212,39667",3,"70932,77637"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"2438303,33","118722,26",363860,363292,79,82,"420,997619","408,8686131","12,12900591","877,2388223",-3,"-31920,10458"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"118588,65","118722,26",363505,363292,70,82,"394,6241611","408,8686131","14,24445207","914,6061224",12,"156336,7568"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"2091239,84","377657,69",363869,363293,79,82,"405,3040469","403,5918919","1,712154966","1269,856531",-3,"-6522,573499"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"1825693,76","377657,69",363656,363293,70,82,"379,7590726","403,5918919","23,83281931","2097,624363",12,"599907,6291"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"118611,87",5566312,364052,363294,70,82,"360,447205","359,0660828","1,381122166","801,612779",-12,"-13285,50213"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"701266,62",5566312,363534,363294,70,82,"362,5127551","359,0660828","3,446672299","2386,58079",-12,"-98709,14276"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"17560,35",5566312,363848,363294,52,82,"355,2758621","359,0660828","3,790220734","266,0738117",30,"30254,35434"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"144508,53",5566312,363862,363294,79,82,"367,5789474","359,0660828","8,512864565","1629,030885",-3,"-41603,15789"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"36088,4",5566312,363511,363294,70,82,"349,9215686","359,0660828","9,144514176","631,0935059",12,"69252,52213"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"174841,08",5566312,363783,363294,79,82,"369,3661202","359,0660828","10,30003742","1572,139625",-3,"-48579,29089"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"1058200,67",5566312,363379,363294,70,82,"337,335206","359,0660828","21,73087681","4979,41007",12,"1298483,362"
Várzea,Agricultura Anual,Mariluz,Mariluz,"450904,4",5566312,363999,363294,20,82,"336,2510288","359,0660828","22,815054","683,1062939",62,"966276,6327"
