Uso_solo_1,Uso_solo_2,Municipio_1,Municipio_2,Area_m2_1,Area_m2_2,Fid_1,Last_last,Cn_mancha_1,Cn_mancha_2,Altitude_mancha_1,Altitude_mancha_2,Dif_altitude,Comprimento,Dif_cn,Valoracao
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"903045,83","3811796,12",363538,363231,70,82,"368,2514286","392,1448","23,89337143","3863,077768",12,"1107623,424"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"324993,51","3811796,12",363466,363231,55,82,"416,8495575","392,1448","24,70475752","2712,809403",-27,"-1809521,059"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"19481,01","3811796,12",363895,363231,36,82,"367,2105263","392,1448","24,93427368","247,1933703",46,"283525,0088"
Várzea,Agricultura Anual,Mariluz,Mariluz,"203726,19","3811796,12",363973,363231,20,82,"366,6708861","392,1448","25,47391392","90,69860885",62,"143247,8104"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"21895,58","3811796,12",363890,363231,36,82,"363,9534884","392,1448","28,19131163","880,0243257",46,"1141215,84"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"10534,47","3811796,12",363889,363231,60,82,"363,6666667","392,1448","28,47813333","362,9697199",22,"227407,4017"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"22236,14","3811796,12",363887,363231,60,82,"362,9259259","392,1448","29,21887407","144,1145278",22,"92639,01331"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"9323563,05","2102448,66",363753,363232,79,82,"366,708279","357,1259655","9,58231351","10171,8591",-3,"-292409,8287"
Várzea,Agricultura Anual,Mariluz,Mariluz,"151157,86","2102448,66",363972,363232,20,82,"334,6884422","357,1259655","22,43752333","1739,30185",62,"2419588,801"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"9323563,05","13131,02",363753,363233,79,82,"366,708279","336,1153846","30,59289443","504,6799319",-3,"-46318,85964"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"9323563,05","15733,41",363753,363235,79,60,"366,708279","412,0909091","45,38263004","486,5891645",-19,"-419571,2247"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"9323563,05","283581,92",363753,363237,79,60,"366,708279","393,9774436","27,26916456","3336,691657",-19,"-1728787,084"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"9323563,05","135826,45",363753,363238,79,82,"366,708279","401,3826087","34,67432965","1815,592074",3,"188863,3143"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"26026,15","38772278,44",363735,363240,79,82,"391,6792453","390,9862256","0,693019722","898,3716991",-3,"-1867,767915"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"23500,52","38772278,44",363900,363240,36,82,"391,9333333","390,9862256","0,947107772","454,0425578",-46,"-19781,25282"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"90720,47","38772278,44",363543,363240,30,82,"388,2808989","390,9862256","2,705326685","297,7711149",52,"-32663,94393"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"21021,7","38772278,44",363540,363240,30,82,"395,04","390,9862256","4,053774439","280,2160935",-52,"-59068,50754"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"139718,17","38772278,44",363521,363240,70,82,"396,0125","390,9862256","5,026274439","1764,873522",-12,"-106448,8641"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"147435,99","38772278,44",363485,363240,70,82,"396,8780488","390,9862256","5,891823219","2618,198806",-12,"-185111,5742"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"97469,22","38772278,44",363709,363240,52,82,"384,7159091","390,9862256","6,27031647","1760,34433",30,"331137,4813"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"92277,74","38772278,44",363894,363240,73,82,"384,2831858","390,9862256","6,70303972","1786,361118",9,"107766,4457"
Agricultura Anual,Agricultura Anual,Mariluz,Mariluz,"28001,66","38772278,44",364057,363240,60,82,"397,9333333","390,9862256","6,947107772","344,5526826",-22,"-52660,18163"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"128678,2","38772278,44",363731,363240,79,82,"383,6791045","390,9862256","7,307121083","1926,932587",3,"42240,9892"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"171865,22","38772278,44",363741,363240,79,82,"399,8711656","390,9862256","8,884940083","3051,66779",-3,"-81341,65639"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"16173,73","38772278,44",363730,363240,79,82,"381,0294118","390,9862256","9,956813796","681,5763827",3,"20358,98739"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"33457,15","38772278,44",363712,363240,52,82,381,"390,9862256","9,986225561","402,7666267",30,"120663,5515"
Agricultura Anual,Agricultura Anual,Mariluz,Mariluz,"36472,82","38772278,44",364056,363240,60,82,"380,1041667","390,9862256","10,88205889","445,2375552",22,"106592,2285"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"99897,53","38772278,44",363551,363240,55,82,"379,3813559","390,9862256","11,60486963","2767,418518",27,"867119,34"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"1391411,1","38772278,44",363751,363240,69,82,"378,6854991","390,9862256","12,3007265","7269,127469",13,"1162402,136"
Agricultura Anual,Agricultura Anual,Mariluz,Mariluz,"24714,2","38772278,44",364059,363240,60,82,"403,9615385","390,9862256","12,9753129","308,8855543",-22,"-88173,5078"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"40291,75","38772278,44",363756,363240,69,82,"376,0212766","390,9862256","14,96494897","668,4610225",13,"130045,3061"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"50440,98","38772278,44",363520,363240,70,82,"375,9","390,9862256","15,08622556","136,901469",12,"24783,91729"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"14367,57","38772278,44",363902,363240,36,82,"406,5454545","390,9862256","15,55922898","147,7239548",-46,"-105729,6586"
Várzea,Agricultura Anual,Mariluz,Mariluz,"85598,92","38772278,44",363993,363240,20,82,"406,6105263","390,9862256","15,62430076","1566,895847",-62,"-1517862,422"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"889440,29","38772278,44",363748,363240,52,82,"409,0633694","390,9862256","18,07714384","4394,920247",-30,"-2383428,164"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"23695,73","38772278,44",363552,363240,30,82,"410,1935484","390,9862256","19,20732283","587,7767031",-52,"-587060,0781"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"431356,95","38772278,44",363750,363240,52,82,"411,9472362","390,9862256","20,96101062","1429,855556",-30,"-899136,5251"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"4741979,16","38772278,44",363539,363240,70,82,"369,3089872","390,9862256","21,67723832","7102,969541",12,"1847673,162"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"903045,83","38772278,44",363538,363240,70,82,"368,2514286","390,9862256","22,73479699","3469,058046",12,"946419,965"
Várzea,Agricultura Anual,Mariluz,Mariluz,"1132871,09","38772278,44",363984,363240,20,82,"366,037422","390,9862256","24,94880352","7032,490065",62,"10878037,2"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"11717,91","38772278,44",363888,363240,60,82,"365,3478261","390,9862256","25,63839947","113,477486",22,"64006,38459"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"45027,01","38772278,44",363545,363240,30,82,"416,6888889","390,9862256","25,70266333","720,7032304",-52,"-963247,6094"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"51744,08","38772278,44",363752,363240,52,82,"417,7678571","390,9862256","26,78163158","1346,383673",-30,"-1081750,545"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"10228,75","38772278,44",363563,363240,30,82,"418,0769231","390,9862256","27,09069752","191,4040452",-52,"-269633,9927"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"954722,43","38772278,44",363706,363240,79,82,"359,9810606","390,9862256","31,00516496","3371,607115",3,"313611,7043"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"52062,54","38772278,44",363717,363240,52,82,"424,3","390,9862256","33,31377444","1009,841443",-30,"-1009248,902"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"45701,41","38772278,44",363544,363240,30,82,"424,75","390,9862256","33,76377444","20,70698073",-52,"-36355,58299"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"30966,52","38772278,44",363910,363240,36,82,"425,6585366","390,9862256","34,67231102","440,5507467",-46,"-702645,9755"
Várzea,Agricultura Anual,Mariluz,Mariluz,"211643,41","38772278,44",363969,363240,20,82,"355,32","390,9862256","35,66622556","528,4298383",62,"1168520,064"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"31248,16","38772278,44",363899,363240,36,82,"426,8536585","390,9862256","35,86743298","393,1379676",-46,"-648639,0863"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"22997,93","38772278,44",363704,363240,69,82,"354,5238095","390,9862256","36,46241604","454,3151077",13,"215350,5441"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"11695,19","38772278,44",363892,363240,73,82,"353,28","390,9862256","37,70622556","231,8092038",9,"78665,85112"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"218651,04","38772278,44",363771,363240,52,82,"352,6956522","390,9862256","38,29057339","22,36061617",30,"25686,02444"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"39219,15","38772278,44",363711,363240,69,82,"350,3333333","390,9862256","40,65289223","191,1273077",-13,"-101008,4119"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"584145,81","38772278,44",363707,363240,52,82,"433,3715847","390,9862256","42,38535914","4727,352172",-30,"-6011115,587"
Agricultura Anual,Agricultura Anual,Mariluz,Mariluz,"35985,19","38772278,44",364061,363240,60,82,"433,7105263","390,9862256","42,72430076","206,9386028",-22,"-194508,7563"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"15445,53","38772278,44",363761,363240,52,82,"345,3076923","390,9862256","45,67853325","375,0372967",30,"513934,6088"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"55158,11","38772278,44",363696,363240,69,82,"345,1304348","390,9862256","45,85579078","610,52933",13,"363951,9679"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"46967,56","38772278,44",363695,363240,69,82,"344,3552632","390,9862256","46,6309624","1039,302716",13,"630027,9162"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"108292,31","38772278,44",363778,363240,52,82,"340,1538462","390,9862256","50,83237941","1908,915662",30,"2911041,756"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"6346433,73","38772278,44",363456,363240,55,82,"334,4338583","390,9862256","56,55236729","16239,46202",27,"24796260,57"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,67952,"1977137,2",363453,363241,55,74,"375,3518519","360,0646417","15,28721011","1134,129699",-19,"-329415,9009"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"2276400,1","1977137,2",363765,363241,69,74,"375,9993046","360,0646417","15,93466285","1286,212088",-5,"-102476,7799"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"45928,69","1977137,2",363479,363241,55,74,"385,3414634","360,0646417","25,27682167","200,2120398",-19,"-96153,75652"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"6346433,73","1977137,2",363456,363241,55,74,"334,4338583","360,0646417","25,63078348","5463,979697",19,"2660875,53"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"9323563,05","84795,78",363753,363242,79,82,"366,708279","402,1265823","35,41830323","1260,584677",3,"133943,311"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"9323563,05","70701,66",363753,363243,79,60,"366,708279","354,55","12,15827905","1030,716346",19,"238103,0022"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"9323563,05","91203,21",363753,363245,79,82,"366,708279","344,5","22,20827905","1404,117728",-3,"-93549,11499"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"27172,93","9960962,87",363564,363246,70,82,"385,5357143","387,6496228","2,113908514","965,8516963",12,"24500,66549"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"198483,39","9960962,87",363523,363246,70,82,"391,0617284","387,6496228","3,412105595","63,64968672",-12,"-2606,153426"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"1656627,3","9960962,87",363758,363246,79,82,"394,5881041","387,6496228","6,938481289","3561,642487",-3,"-74137,16927"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"220585,33","9960962,87",363977,363246,70,82,"395,9","387,6496228","8,2503772","1879,866666",-12,"-186115,309"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,21473,"9960962,87",363486,363246,55,82,"378,7428571","387,6496228","8,906765657","824,0802535",27,"198177,0219"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"24160,15","9960962,87",363907,363246,73,82,"396,6046512","387,6496228","8,955028363","208,9244239",-9,"-16838,31728"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"104933,29","9960962,87",363749,363246,79,82,"377,7886179","387,6496228","9,861004914","1989,907187",3,"58867,45365"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"213119,92","9960962,87",363565,363246,70,82,"376,5336323","387,6496228","11,11599051","5488,086526",12,"732066,213"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"166676,11","9960962,87",363736,363246,69,82,"402,1925466","387,6496228","14,54292378","788,7631485",-13,"-149121,9906"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"140939,49","9960962,87",363738,363246,79,82,"405,1666667","387,6496228","17,51704387","399,1045366",-3,"-20973,39503"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"4741979,16","9960962,87",363539,363246,70,82,"369,3089872","387,6496228","18,34063556","14352,38493",12,"3158782,336"
Várzea,Agricultura Anual,Mariluz,Mariluz,"1132871,09","9960962,87",363984,363246,20,82,"366,037422","387,6496228","21,61220076","1155,009175",62,"1547661,991"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"2376342,34","9960962,87",363742,363246,79,82,"412,4854749","387,6496228","24,83585206","3241,100488",-3,"-241486,4767"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"14438,49","9960962,87",363904,363246,60,82,"357,1904762","387,6496228","30,45914661","404,6840413",22,"271179,272"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"10157,98","9960962,87",363908,363246,73,82,"429,45","387,6496228","41,8003772","562,6064096",-9,"-211654,4412"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"90720,47","143377,67",363543,363247,30,60,"388,2808989","390,3697479","2,088849023","4,00004709",30,"250,6648337"
Agricultura Anual,Agricultura Anual,Mariluz,Mariluz,"28001,66","143377,67",364057,363247,60,60,"397,9333333","390,3697479","7,563585434","343,3549818",0,0
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"33457,15","143377,67",363712,363247,52,60,381,"390,3697479","9,369747899","354,8126054",8,"26596,03732"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"97832,2","143377,67",363710,363247,52,60,"378,1188119","390,3697479","12,25093602","382,8435927",8,"37521,53887"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"431356,95","143377,67",363750,363247,52,60,"411,9472362","390,3697479","21,57748828","732,2036889",-8,"-126392,9321"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"903045,83","143377,67",363538,363247,70,60,"368,2514286","390,3697479","22,11831933","20,06396623",-10,"-4437,812121"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"697240,13","2262,3",363844,363248,79,82,"418,4974359",436,"17,5025641","127,926822",3,"6717,142206"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"697240,13","47937,05",363844,363249,79,82,"418,4974359","422,875","4,377564103","928,5295431",3,"12194,09279"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"39155,31","47937,05",363654,363249,70,82,"407,0754717","422,875","15,7995283","68,72924217",12,"13030,67528"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"153211,25","421624,09",363567,363250,70,82,"390,4814815","413,5168539","23,03537245","740,2603559",12,"204626,0761"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"197484,95","421624,09",363796,363250,79,82,"388,852381","413,5168539","24,66447298","452,5902325",3,"33488,69868"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"634876,34","421624,09",363998,363250,70,82,"378,7337748","413,5168539","34,7830791","634,1706901",12,"264700,9113"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"6050434,95","57176,37",363434,363252,70,82,"345,2185075","337,3703704","7,848137093","811,8211315",-12,"-76455,40242"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"220412,8","128370,59",363836,363253,79,82,"387,3484163","398,9179104","11,56949416","1278,736267",3,"44382,99531"
Agricultura Anual,Agricultura Anual,Mariluz,Mariluz,"94712,52","128370,59",364066,363253,82,82,"415,9577465","398,9179104","17,03983603","204,7772954",0,0
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"132523,79","128370,59",363599,363253,70,82,"371,9110169","398,9179104","27,0068935","107,9517081",12,"34985,2834"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"1368574,9","128370,59",363412,363253,70,82,"371,5597015","398,9179104","27,35820895","914,2711157",12,"300153,8427"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"645991,87","128370,59",363837,363253,79,82,"367,3035439","398,9179104","31,61436653","949,9496289",3,"90096,16727"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"1670955,53","5496576,24",363840,363254,79,82,"373,0323915","371,8683084","1,164083103","1645,917519",-3,"-5747,954318"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"16954,77","5496576,24",363602,363254,70,82,"368,8222222","371,8683084","3,046086129","746,4089083",12,"27283,50987"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"10134,97","5496576,24",363821,363254,79,82,"361,4814815","371,8683084","10,38682687","376,8062788",3,"11741,46474"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"3013812,47","5496576,24",363838,363254,79,82,"385,6380915","371,8683084","13,76978319","1794,645438",-3,"-74135,63576"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"90988,32","5496576,24",363937,363254,73,82,"387,0634921","371,8683084","15,19518371","784,9398645",-9,"-107345,749"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"109094,77","5496576,24",363625,363254,70,82,"350,185567","371,8683084","21,68274134","169,3129249",12,"44054,02028"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"6050434,95","5496576,24",363434,363254,70,82,"345,2185075","371,8683084","26,64980089","1545,449624",12,"494231,0972"
Várzea,Agricultura Anual,Mariluz,Mariluz,"131074,82","5496576,24",364028,363254,20,82,"342,0530973","371,8683084","29,81521101","1221,756777",62,"2258470,038"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"20495,45","5496576,24",363442,363254,55,82,"340,0555556","371,8683084","31,8127528","97,41080375",27,"83670,45712"
Várzea,Agricultura Anual,Mariluz,Mariluz,"226701,51","5496576,24",364029,363254,20,82,"336,3497942","371,8683084","35,51851411","1648,570263",62,"3630395,501"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"476409,53","5496576,24",363822,363254,69,82,"333,8812155","371,8683084","37,98709288","3689,795229",13,"1822139,723"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"1211341,8","5496576,24",363815,363254,79,82,"333,7295189","371,8683084","38,13878949","2310,314613",3,"264337,8081"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"10023,21","5496576,24",363611,363254,55,82,"326,8181818","371,8683084","45,05012653","174,0318615",27,"211684,2493"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"327259,96","5496576,24",363427,363254,70,82,"325,2746781","371,8683084","46,59363024","506,9823473",12,"283465,7764"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"78645,28","1637,71",363594,363255,70,82,"366,2090909","373,2","6,990909091","119,989967",12,"10066,06742"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"220412,8","63537,04",363836,363257,79,82,"387,3484163","397,9861111","10,63769482","235,563792",3,"7517,567192"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"32693,81","63537,04",363939,363257,73,82,"413,1041667","397,9861111","15,11805556","119,0466214",-9,"-16197,78093"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"132523,79","63537,04",363599,363257,70,82,"371,9110169","397,9861111","26,07509416","301,785205",12,"94428,93163"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"136548,94","3185054,86",363833,363258,79,82,"364,494186","364,7300688","0,235882751","135,7939663",3,"96,09436303"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"78645,28","3185054,86",363594,363258,70,82,"366,2090909","364,7300688","1,479022111","208,6838264",-12,"-3703,775922"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"1368574,9","3185054,86",363412,363258,70,82,"371,5597015","364,7300688","6,829632695","6169,5082",-12,"-505625,699"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"9980911,44","3185054,86",363841,363258,79,82,"373,2417283","364,7300688","8,511659501","1799,77475",-3,"-45957,20955"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"16574,04","3185054,86",363936,363258,73,82,"374,6896552","364,7300688","9,959586374","189,2387095",-9,"-16962,65345"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"6050434,95","3185054,86",363434,363258,70,82,"345,2185075","364,7300688","19,51156134","7655,639668",12,"1792481,795"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"14252,43","3185054,86",363813,363258,79,82,"338,5833333","364,7300688","26,14673546","163,6379884",3,"12835,79759"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"3013812,47","281657,33",363838,363259,79,82,"385,6380915","380,7413127","4,896778803","1900,095004",-3,"-27913,03482"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"1394505,04","281657,33",363653,363259,70,82,"375,662636","380,7413127","5,078676707","1011,684617",12,"61656,22916"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"24862,43","18472,69",363632,363260,70,82,"366,2790698","367,3571429","1,07807309","377,0377077",12,"4877,690479"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"62079,6","51222,39",363945,363262,73,82,"363,4888889","363,119403","0,369485904","114,8850699",-9,"-382,0357253"
Várzea,Agricultura Anual,Mariluz,Mariluz,"135265,12","51222,39",364040,363262,20,82,"354,5","363,119403","8,619402985","40,83315004",62,"21821,35727"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"10850,02","51222,39",363649,363262,70,82,"354,3","363,119403","8,819402985","301,0291201",12,"31858,76544"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"89741,67","51222,39",363944,363262,73,82,"373,6788991","363,119403","10,5594961","159,0983464",-9,"-15119,98531"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"3153920,08","51222,39",363826,363262,79,82,"382,2908181","363,119403","19,17141516","669,5341936",-3,"-38507,75398"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"89741,67","19748,97",363944,363263,73,82,"373,6788991","371,9375","1,741399083","232,8731908",-9,"-3649,726448"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"3153920,08","19748,97",363826,363263,79,82,"382,2908181","371,9375","10,35331815","366,3216627",-3,"-11377,93416"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"10746,13","16713,79",363636,363264,55,74,"327,3636364","328,1818182","0,818181818","124,1589275",19,"1930,106964"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"1455123,58","16713,79",363797,363264,79,74,"337,9223744","328,1818182","9,740556247","394,6514068",5,"19220,62113"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"52581,5","194103,31",363633,363265,70,82,"383,8552632","383,6740331","0,181230009","241,5988361",-12,"-525,4195108"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"3153920,08","194103,31",363826,363265,79,82,"382,2908181","383,6740331","1,383215","1496,267595",3,"6208,979346"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"704106,56","194103,31",363644,363265,70,82,"395,1687657","383,6740331","11,49473259","27,4775954",-12,"-3790,171337"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"62079,6","194103,31",363945,363265,73,82,"363,4888889","383,6740331","20,18514426","287,600358",9,"52247,29244"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"704106,56","513361,11",363644,363266,70,82,"395,1687657","394,1493776","1,01938815","1265,022378",-12,"-15474,58586"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"1033991,52","513361,11",363646,363266,70,82,"388,7943089","394,1493776","5,35506865","985,9325889",12,"63356,84037"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"30504,72","513361,11",363929,363266,73,82,"378,5384615","394,1493776","15,61091606","692,1715223",9,"97248,88378"
Várzea,Agricultura Anual,Mariluz,Mariluz,"135265,12","513361,11",364040,363266,20,82,"354,5","394,1493776","39,64937759","394,0737925",62,"968736,3971"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"74554,6","122709,35",363930,363267,73,82,"357,4123711","363,4017857","5,98941458","346,280825",9,"18666,1748"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"1073576,68","122709,35",363828,363267,79,82,"376,2095416","363,4017857","12,80775591","522,6202288",-3,"-20080,77698"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"634876,34","122709,35",363998,363267,70,82,"378,7337748","363,4017857","15,33198912","468,2200025",-12,"-86144,92781"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"177847,7","122709,35",363651,363267,70,82,"381,9963768","363,4017857","18,5945911","34,27094643",-12,"-7647,050826"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"260405,14","122709,35",363946,363267,73,82,"382,82","363,4017857","19,41821429","348,3396139",-9,"-60877,1994"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"120936,06","2293346,89",363830,363268,79,82,"407,4583333","406,1380671","1,320266272","2633,012856",-3,"-10428,8342"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"172869,21","2293346,89",363811,363268,79,82,"409,4156627","406,1380671","3,27759559","907,7770253",-3,"-8925,977924"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"232724,55","2293346,89",363808,363268,79,82,398,"406,1380671","8,138067061","860,9564478",3,"21019,56393"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"38622,23","2293346,89",363587,363268,70,82,"393,3392857","406,1380671","12,79878135","475,3455899",12,"73006,13123"
Plantios Florestais,Agricultura Anual,Mariluz,Mariluz,"72613,31","2293346,89",363947,363268,73,82,"419,4852941","406,1380671","13,34722706","1243,18962",-9,"-149338,2072"
Floresta Nativa,Agricultura Anual,Mariluz,Mariluz,"153211,25","2293346,89",363567,363268,70,82,"390,4814815","406,1380671","15,65658558","1325,638814",12,"249059,7305"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"197484,95","2293346,89",363796,363268,79,82,"388,852381","406,1380671","17,28568611","53,99175667",3,"2799,853675"
Pastagem/Campo,Agricultura Anual,Mariluz,Mariluz,"3013812,47","2293346,89",363838,363268,79,82,"385,6380915","406,1380671","20,49997552","1387,945074",3,"85358,52008"
