"Uso_solo","Municipio","Area_m2","Fid_1","Last_last","Cn_mancha1","Cn_mancha2","Altitude_mancha1","Altitude_mancha2","Dif_altitude","Comprimento","Dif_cn","Valoracao"
"Floresta Nativa","Mariluz","1162071,14","363366","363753","70","79","326,4653349","366,708279","40,24294415","884,3786591","9","320310,0089"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","70","79","326,4653349","366,708279","40,24294415","884,3786591","9","320310,0089"
"Floresta Nativa","Mariluz","1162071,14","363366","363753","70","79","326,4653349","366,708279","40,24294415","884,3786591","9","320310,0089"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","70","79","326,4653349","366,708279","40,24294415","884,3786591","9","320310,0089"
"Plantios Florestais","Mariluz","17090,46","363909","363754","73","79","391","396,2278481","5,227848101","495,5686753","6","15544,54655"
"Pastagem/Campo","Mariluz","116075,19","363754","363754","73","79","391","396,2278481","5,227848101","495,5686753","6","15544,54655"
"Agricultura Anual","Mariluz","102600000","364078","363754","82","79","378,4341431","396,2278481","17,79370503","1967,369151","-3","-105020,3591"
"Pastagem/Campo","Mariluz","116075,19","363754","363754","82","79","378,4341431","396,2278481","17,79370503","1967,369151","-3","-105020,3591"
"Floresta Nativa","Mariluz","4741979,16","363539","363755","70","52","369,3089872","362,84","6,468987239","119,1963605","18","13879,43523"
"Pastagem/Campo","Mariluz","16376,86","363755","363755","70","52","369,3089872","362,84","6,468987239","119,1963605","18","13879,43523"
"Agricultura Anual","Mariluz","102600000","364078","363755","82","52","378,4341431","362,84","15,59414307","386,5697562","30","180846,7225"
"Pastagem/Campo","Mariluz","16376,86","363755","363755","82","52","378,4341431","362,84","15,59414307","386,5697562","30","180846,7225"
"Agricultura Anual","Mariluz","102600000","364078","363755","82","52","378,4341431","362,84","15,59414307","386,5697562","30","180846,7225"
"Pastagem/Campo","Mariluz","16376,86","363755","363755","82","52","378,4341431","362,84","15,59414307","386,5697562","30","180846,7225"
"Várzea","Mariluz","1132871,09","363984","363756","20","69","366,037422","376,0212766","9,983854559","150,9285206","49","73835,57154"
"Pastagem/Campo","Mariluz","40291,75","363756","363756","20","69","366,037422","376,0212766","9,983854559","150,9285206","49","73835,57154"
"Várzea","Mariluz","417063,59","363994","363757","20","79","336,9044776","349,9450549","13,04057733","604,0124125","59","464723,564"
"Pastagem/Campo","Mariluz","252517,88","363757","363757","20","79","336,9044776","349,9450549","13,04057733","604,0124125","59","464723,564"
"Agricultura Anual","Mariluz","102600000","364078","363757","82","79","378,4341431","349,9450549","28,48908812","2017,179682","3","172402,8291"
"Pastagem/Campo","Mariluz","252517,88","363757","363757","82","79","378,4341431","349,9450549","28,48908812","2017,179682","3","172402,8291"
"Floresta Nativa","Mariluz","220585,33","363977","363758","70","79","395,9","394,5881041","1,311895911","480,9914133","-9","-5679,096015"
"Pastagem/Campo","Mariluz","1656627,3","363758","363758","70","79","395,9","394,5881041","1,311895911","480,9914133","-9","-5679,096015"
"Floresta Nativa","Mariluz","220585,33","363977","363758","70","79","395,9","394,5881041","1,311895911","480,9914133","-9","-5679,096015"
"Pastagem/Campo","Mariluz","1656627,3","363758","363758","70","79","395,9","394,5881041","1,311895911","480,9914133","-9","-5679,096015"
"Plantios Florestais","Mariluz","24160,15","363907","363758","73","79","396,6046512","394,5881041","2,016547074","554,7511008","-6","-6712,090255"
"Pastagem/Campo","Mariluz","1656627,3","363758","363758","73","79","396,6046512","394,5881041","2,016547074","554,7511008","-6","-6712,090255"
"Plantios Florestais","Mariluz","24079,5","363911","363758","60","79","380,4848485","394,5881041","14,1032556","273,9070628","19","73396,64506"
"Pastagem/Campo","Mariluz","1656627,3","363758","363758","60","79","380,4848485","394,5881041","14,1032556","273,9070628","19","73396,64506"
"Plantios Florestais","Mariluz","24079,5","363911","363758","60","79","380,4848485","394,5881041","14,1032556","273,9070628","19","73396,64506"
"Pastagem/Campo","Mariluz","1656627,3","363758","363758","60","79","380,4848485","394,5881041","14,1032556","273,9070628","19","73396,64506"
"Plantios Florestais","Mariluz","14201,74","363905","363758","60","79","375,4444444","394,5881041","19,14365965","298,9085309","19","108721,8604"
"Pastagem/Campo","Mariluz","1656627,3","363758","363758","60","79","375,4444444","394,5881041","19,14365965","298,9085309","19","108721,8604"
"Floresta Nativa","Mariluz","4741979,16","363539","363758","70","79","369,3089872","394,5881041","25,27911685","1460,338447","9","332244,5961"
"Pastagem/Campo","Mariluz","1656627,3","363758","363758","70","79","369,3089872","394,5881041","25,27911685","1460,338447","9","332244,5961"
"Floresta Nativa","Mariluz","4741979,16","363539","363758","70","79","369,3089872","394,5881041","25,27911685","1460,338447","9","332244,5961"
"Pastagem/Campo","Mariluz","1656627,3","363758","363758","70","79","369,3089872","394,5881041","25,27911685","1460,338447","9","332244,5961"
"Floresta Nativa","Mariluz","4741979,16","363539","363758","70","79","369,3089872","394,5881041","25,27911685","1460,338447","9","332244,5961"
"Pastagem/Campo","Mariluz","1656627,3","363758","363758","70","79","369,3089872","394,5881041","25,27911685","1460,338447","9","332244,5961"
"Plantios Florestais","Mariluz","14438,49","363904","363758","60","79","357,1904762","394,5881041","37,3976279","359,2100057","19","255238,4405"
"Pastagem/Campo","Mariluz","1656627,3","363758","363758","60","79","357,1904762","394,5881041","37,3976279","359,2100057","19","255238,4405"
"Agricultura Anual","Mariluz","102600000","364078","363759","82","79","378,4341431","381,3909091","2,956766023","2412,127785","-3","-21396,29244"
"Pastagem/Campo","Mariluz","138007,16","363759","363759","82","79","378,4341431","381,3909091","2,956766023","2412,127785","-3","-21396,29244"
"Floresta Nativa","Mariluz","1000604,2","363522","363760","70","79","367,8851149","370,2270742","2,341959351","541,4737924","9","11412,9865"
"Pastagem/Campo","Mariluz","155666,79","363760","363760","70","79","367,8851149","370,2270742","2,341959351","541,4737924","9","11412,9865"
"Agricultura Anual","Mariluz","102600000","364078","363760","82","79","378,4341431","370,2270742","8,207068832","2787,38151","3","68628,69573"
"Pastagem/Campo","Mariluz","155666,79","363760","363760","82","79","378,4341431","370,2270742","8,207068832","2787,38151","3","68628,69573"
"Agricultura Anual","Mariluz","102600000","364078","363760","82","79","378,4341431","370,2270742","8,207068832","2787,38151","3","68628,69573"
"Pastagem/Campo","Mariluz","155666,79","363760","363760","82","79","378,4341431","370,2270742","8,207068832","2787,38151","3","68628,69573"
"Floresta Nativa","Mariluz","6346433,73","363456","363761","55","52","334,4338583","345,3076923","10,87383404","420,7992298","-3","-13727,10297"
"Pastagem/Campo","Mariluz","15445,53","363761","363761","55","52","334,4338583","345,3076923","10,87383404","420,7992298","-3","-13727,10297"
"Várzea","Mariluz","85579,24","363956","363762","20","52","349,0208333","338,1424958","10,87833755","149,0419925","-32","-51882,5313"
"Pastagem/Campo","Mariluz","3229176,26","363762","363762","20","52","349,0208333","338,1424958","10,87833755","149,0419925","-32","-51882,5313"
"Várzea","Mariluz","85579,24","363956","363762","20","52","349,0208333","338,1424958","10,87833755","149,0419925","-32","-51882,5313"
"Pastagem/Campo","Mariluz","3229176,26","363762","363762","20","52","349,0208333","338,1424958","10,87833755","149,0419925","-32","-51882,5313"
"Floresta Nativa","Alto Piquiri","3043851,06","9723","363762","55","52","313,7146367","338,1424958","24,42785907","7396,54423","-3","-542045,2202"
"Pastagem/Campo","Mariluz","3229176,26","363762","363762","55","52","313,7146367","338,1424958","24,42785907","7396,54423","-3","-542045,2202"
"Agricultura Anual","Mariluz","102600000","364078","363762","82","52","378,4341431","338,1424958","40,29164728","5091,809068","30","6154721,251"
"Pastagem/Campo","Mariluz","3229176,26","363762","363762","82","52","378,4341431","338,1424958","40,29164728","5091,809068","30","6154721,251"
"Agricultura Anual","Mariluz","102600000","364078","363762","82","52","378,4341431","338,1424958","40,29164728","5091,809068","30","6154721,251"
"Pastagem/Campo","Mariluz","3229176,26","363762","363762","82","52","378,4341431","338,1424958","40,29164728","5091,809068","30","6154721,251"
"Várzea","Mariluz","384744,31","363352","363762","20","52","295,669708","338,1424958","42,47278775","1437,613118","32","1953901,978"
"Pastagem/Campo","Mariluz","3229176,26","363762","363762","20","52","295,669708","338,1424958","42,47278775","1437,613118","32","1953901,978"
"Agricultura Anual","Mariluz","102600000","364078","363763","82","52","378,4341431","383,6579464","5,223803302","9561,185608","-30","-1498372,588"
"Pastagem/Campo","Mariluz","2221091,57","363763","363763","82","52","378,4341431","383,6579464","5,223803302","9561,185608","-30","-1498372,588"
"Agricultura Anual","Mariluz","102600000","364078","363763","82","52","378,4341431","383,6579464","5,223803302","9561,185608","-30","-1498372,588"
"Pastagem/Campo","Mariluz","2221091,57","363763","363763","82","52","378,4341431","383,6579464","5,223803302","9561,185608","-30","-1498372,588"
"Agricultura Anual","Mariluz","102600000","364078","363763","82","52","378,4341431","383,6579464","5,223803302","9561,185608","-30","-1498372,588"
"Pastagem/Campo","Mariluz","2221091,57","363763","363763","82","52","378,4341431","383,6579464","5,223803302","9561,185608","-30","-1498372,588"
"Floresta Nativa","Mariluz","105237,74","363961","363763","30","52","347,265625","383,6579464","36,39232137","1799,58808","22","1440806,13"
"Pastagem/Campo","Mariluz","2221091,57","363763","363763","30","52","347,265625","383,6579464","36,39232137","1799,58808","22","1440806,13"
"Plantios Florestais","Mariluz","44936,58","363877","363764","36","69","389,5294118","373,3101331","16,21927871","14,65069404","-33","-7841,581767"
"Pastagem/Campo","Mariluz","1396243,52","363764","363764","36","69","389,5294118","373,3101331","16,21927871","14,65069404","-33","-7841,581767"
"Agricultura Anual","Mariluz","13639763,23","364074","363764","74","69","401,4221704","373,3101331","28,11203736","1427,664228","5","200672,7506"
"Pastagem/Campo","Mariluz","1396243,52","363764","363764","74","69","401,4221704","373,3101331","28,11203736","1427,664228","5","200672,7506"
"Floresta Nativa","Mariluz","6346433,73","363456","363764","55","69","334,4338583","373,3101331","38,87627479","4116,877657","14","2240684,139"
"Pastagem/Campo","Mariluz","1396243,52","363764","363764","55","69","334,4338583","373,3101331","38,87627479","4116,877657","14","2240684,139"
"Agricultura Anual","Mariluz","13639763,23","364074","363765","74","69","401,4221704","375,9993046","25,42286583","2180,616645","5","277187,622"
"Pastagem/Campo","Mariluz","2276400,1","363765","363765","74","69","401,4221704","375,9993046","25,42286583","2180,616645","5","277187,622"
"Várzea","Mariluz","65611","363962","363765","20","69","346,3191489","375,9993046","29,68015565","194,3980057","49","282718,3903"
"Pastagem/Campo","Mariluz","2276400,1","363765","363765","20","69","346,3191489","375,9993046","29,68015565","194,3980057","49","282718,3903"
"Floresta Nativa","Mariluz","6346433,73","363456","363765","55","69","334,4338583","375,9993046","41,56544632","3625,717068","-14","-2109863,674"
"Pastagem/Campo","Mariluz","2276400,1","363765","363765","55","69","334,4338583","375,9993046","41,56544632","3625,717068","-14","-2109863,674"
"Floresta Nativa","Mariluz","6346433,73","363456","363765","55","69","334,4338583","375,9993046","41,56544632","3625,717068","-14","-2109863,674"
"Pastagem/Campo","Mariluz","2276400,1","363765","363765","55","69","334,4338583","375,9993046","41,56544632","3625,717068","-14","-2109863,674"
"Plantios Florestais","Mariluz","17563,21","363885","363766","36","52","412,2222222","408,957606","3,264616237","252,4280266","-16","-13185,29015"
"Pastagem/Campo","Mariluz","713117,9","363766","363766","36","52","412,2222222","408,957606","3,264616237","252,4280266","-16","-13185,29015"
"Plantios Florestais","Mariluz","24677,49","363878","363766","36","52","414,3846154","408,957606","5,4270094","121,4164261","-16","-10542,84937"
"Pastagem/Campo","Mariluz","713117,9","363766","363766","36","52","414,3846154","408,957606","5,4270094","121,4164261","-16","-10542,84937"
"Plantios Florestais","Mariluz","28827,69","363884","363766","36","52","393,3461538","408,957606","15,61145214","16,91256747","16","4224,475802"
"Pastagem/Campo","Mariluz","713117,9","363766","363766","36","52","393,3461538","408,957606","15,61145214","16,91256747","16","4224,475802"
"Agricultura Anual","Mariluz","102600000","364078","363766","82","52","378,4341431","408,957606","30,52346292","5733,958364","-30","-5250607,965"
"Pastagem/Campo","Mariluz","713117,9","363766","363766","82","52","378,4341431","408,957606","30,52346292","5733,958364","-30","-5250607,965"
"Agricultura Anual","Mariluz","102600000","364078","363766","82","52","378,4341431","408,957606","30,52346292","5733,958364","-30","-5250607,965"
"Pastagem/Campo","Mariluz","713117,9","363766","363766","82","52","378,4341431","408,957606","30,52346292","5733,958364","-30","-5250607,965"
"Agricultura Anual","Mariluz","102600000","364078","363766","82","52","378,4341431","408,957606","30,52346292","5733,958364","-30","-5250607,965"
"Pastagem/Campo","Mariluz","713117,9","363766","363766","82","52","378,4341431","408,957606","30,52346292","5733,958364","-30","-5250607,965"
"Agricultura Anual","Mariluz","102600000","364078","363766","82","52","378,4341431","408,957606","30,52346292","5733,958364","-30","-5250607,965"
"Pastagem/Campo","Mariluz","713117,9","363766","363766","82","52","378,4341431","408,957606","30,52346292","5733,958364","-30","-5250607,965"
"Agricultura Anual","Mariluz","102600000","364078","363767","82","69","378,4341431","403,5441441","25,11000108","15317,42509","-13","-5000067,285"
"Pastagem/Campo","Mariluz","1360998,94","363767","363767","82","69","378,4341431","403,5441441","25,11000108","15317,42509","-13","-5000067,285"
"Floresta Nativa","Mariluz","28624,09","363959","363767","55","69","360","403,5441441","43,54414414","143,605305","14","87544,38138"
"Pastagem/Campo","Mariluz","1360998,94","363767","363767","55","69","360","403,5441441","43,54414414","143,605305","14","87544,38138"
"Agricultura Anual","Mariluz","102600000","364078","363768","82","52","378,4341431","356,7637795","21,67036354","2218,579337","30","1442322,623"
